date,headline
2020-04-22,"Usca Ria Llc Buys Apple Inc, Microsoft Corp, Amazon.com Inc, Sells iShares Core U.S. ..."
2020-04-22,"Exane Asset Management Buys UBS Group AG, Activision Blizzard Inc, Microsoft Corp, Sells ..."
2020-04-23,"Pacer Advisors, Inc. Buys Microsoft Corp, Apple Inc, Amazon. ..."
2020-04-23,"Van Leeuwen & Company, LLC Buys UnitedHealth Group Inc, Microsoft Corp, SPDR S&P ..."
2020-04-23,"Anderson Hoagland & Co Buys Vanguard Total Stock Market, Microsoft Corp, Alibaba Group ..."
2020-04-23,3 Blue-Chip Tech Stocks to Buy Right Now Not Named Apple or Microsoft
2020-04-23,"Accuvest Global Advisors Buys PowerShares QQQ Trust Ser –, Nike Inc, Microsoft Corp, Sells ..."
2020-04-23,"Sadoff Investment Management Llc Buys SPDR S&P 5……, Boeing Co, Microsoft Corp, Sells ..."
2020-04-24,Microsoft (MSFT) to Report Q3 Results: What's in the Offing?
2020-04-24,"The Zacks Analyst Blog Highlights: Microsoft, Apple, Adobe, Nvidia and Salesforce"
2020-04-27,"CURO Group, Foot Locker, Microsoft, Amazon and Slack highlighted as Zacks Bull and Bear of the Day"
2020-04-27,Will Azure & Teams Adoption Aid Microsoft (MSFT) Q3 Earnings?
2020-04-27,"Big Tech's First Coronavirus Earnings Test: Buy Apple, Amazon or Microsoft Stock?"
2020-04-28,"TenCore Partners, LP Buys Microsoft Corp, Salesforce. ..."
2020-04-28,Microsoft ETFs to Watch on Surging Cloud Ahead of Q3 Earnings
2020-04-28,"Garrison Bradford & Associates Inc Buys Aon PLC, Microsoft Corp, Uber Technologies Inc, ..."
2020-04-28,"Tech Stocks' Apr 29 Earnings Lineup: NOW, FB, MSFT, FICO, GIB"
2020-04-28,"Columbus Circle Investors Buys Zendesk Inc, Nuance Communications Inc, Microsoft Corp, Sells ..."
2020-04-29,"Droms Strauss Advisors Inc Buys iShares Russell —……… Value, Microsoft Corp, iShares ..."
2020-04-29,"Nikulski Financial, Inc. Buys Microsoft Corp, Palo Alto Networks Inc, The Home Depot Inc, Sells ..."
2020-04-30,"Scotts Miracle-Gro, PVH, Apple, Amazon and Microsoft highlighted as Zacks Bull and Bear of the Day"
2020-04-30,"Guinness Atkinson Asset Management Inc Buys Microsoft Corp, Visa Inc, Mastercard Inc, Sells New ..."
2020-04-30,"Microsoft (MSFT) Q3 Earnings & Revenues Beat Estimates, Up Y/Y"
2020-04-30,"Kranot Hishtalmut Le Morim Tichoniim Havera Menahe Buys Microsoft Corp, Alphabet Inc, ..."
2020-04-30,"Dow Jones Drops 350 Points, But Microsoft Holds Up; All Eyes On Apple, Amazon Earnings"
2020-04-30,"KAMES CAPITAL plc Buys Haemonetics Corp, Microsoft Corp, Biogen Inc, Sells EOG Resources Inc, ..."
2020-04-30,"Cantillon Capital Management Llc Buys Applied Materials Inc, Microsoft Corp, W R Grace, Sells ..."
2020-05-01,"Baker Chad R Buys Microsoft Corp, Fiserv Inc, Becton, Dickinson and Co, Sells Boston Scientific ..."
2020-05-01,"Alley Co LLC Buys Microsoft Corp, Merck Inc, Lockheed Martin Corp, Sells Exxon Mobil Corp, ..."
2020-05-01,"Chatham Capital Group, Inc. Buys Microsoft Corp, American Express Co, Intel Corp, Sells Bank of ..."
2020-05-01,"Bull Street Advisors, LLC Buys Microsoft Corp, Apple Inc, Danaher Corp, Sells Dow Inc, Bank of ..."
2020-05-01,"The Zacks Analyst Blog Highlights: Microsoft, Facebook, Alphabet, Zoom Video Communications and Cisco Systems"
2020-05-01,Stay-At-Home Fuels Microsoft Q3 Earnings: ETFs to Buy
2020-05-04,Avid Announces New Five-Year Agreement with Microsoft Azure to Bring More Media Companies to ...
2020-05-04,"Dow Jones Futures Lower With Apple, Microsoft In Buy Range In Current Stock Market Rally; Chegg Soars 16% On Earnings"
2020-05-04,"Provident Investment Management, Inc. Buys Microsoft Corp, IAC/InterActiveCorp, Synnex Corp, ..."
2020-05-04,"Jupiter Wealth Management LLC Buys Microsoft Corp, Verizon Communications Inc, Morgan Stanley, ..."
2020-05-04,"Forsta Ap-fonden Buys Microsoft Corp, Apple Inc, Facebook Inc, Sells SPDR Select Sector Fund - ..."
2020-05-04,"The Zacks Analyst Blog Highlights: Microsoft, Amazon, Alphabet and Facebook"
2020-05-04,"Zacks Investment Ideas feature highlights: Google, Facebook, Apple, Microsoft and Amazon"
2020-05-04,"David Carlson's Elfun Trusts Cuts Visa, Apple, Microsoft"
2020-05-04,"Elfun Trust Cuts Visa, Apple, Microsoft"
2020-05-04,"Dow Jones Leaders Apple, Microsoft Headline Five Top Stocks In Or Near Buy Zones"
2020-05-05,"Dow Jones Gets A Boost From Apple, Microsoft, Chevron As Economies Reopen"
2020-05-05,"Dow Jones Jumps 400 Points; Microsoft, Apple In Buy Range As Coronavirus Stock Market Rally Strengthens"
2020-05-05,Adaptive Biotechnologies and Microsoft launch virtual ImmuneRACE study to inform novel ...
2020-05-05,Dow Jones Surges 350 Points On Easing Lockdowns; Microsoft Breaks Out Above New Buy Point
2020-05-06,"Dow Jones Lower As Payroll Drop Weighs; Are Apple, Microsoft Still In Buy Zone?"
2020-05-06,"AMS Capital Ltda Buys Microsoft Corp, Vanguard Real Estate, Boston Beer Co Inc, Sells SPDR Gold ..."
2020-05-06,"Dow Jones Fades Early Gain, But Microsoft, Apple Strong; Biotech Leader Breaks Out On Earnings"
2020-05-06,"Elite Wealth Management, LLC Buys ProShares UltraShort S&P5……, Microsoft Corp, Amazon. ..."
2020-05-06,"Marshall & Sullivan Inc Buys Microsoft Corp, Sells Nordstrom Inc, Merck Inc, Costco ..."
2020-05-07,"Premier Asset Managment LLC Buys Microsoft Corp, Citigroup Inc, DocuSign Inc, Sells NXP ..."
2020-05-07,"Hamel Associates, Inc. Buys Chubb, The Home Depot Inc, Microsoft Corp, Sells Boeing Co, ..."
2020-05-08,"HC Advisors, LLC Buys Centene Corp, Microsoft Corp, Verisk Analytics Inc, Sells Vanguard Total ..."
2020-05-08,"Ontario Teachers Pension Plan Board Buys Microsoft Corp, Alibaba Group Holding, Canadian ..."
2020-05-08,"The Zacks Analyst Blog Highlights: Zendesk, Adobe, Netflix, Microsoft and Amazon"
2020-05-08,"United Bank Buys Truist Financial Corp, Sells Microsoft Corp, JPMorgan Chase, Alphabet Inc"
2020-05-08,"Frontier Wealth Management LLC Buys Microsoft Corp, Apple Inc, VanEck Vectors Gold Miners, ..."
2020-05-08,"Chase Investment Counsel Corp Buys Apple Inc, Microsoft Corp, PepsiCo Inc, Sells Euronet ..."
2020-05-08,"Hancock Holding Co Buys Amazon.com Inc, Microsoft Corp, Apple Inc, Sells iShares Core S&P ..."
2020-05-08,"JW Asset Management, LLC Buys Beyond Meat Inc, Microsoft Corp, iShares China Large-Cap, Sells ..."
2020-05-08,"Trivest Advisors Ltd Buys Microsoft Corp, NVIDIA Corp, Zoom Video Communications Inc, Sells GSX ..."
2020-05-08,"Mondrian Capital Management, LLC Buys Microsoft Corp, Western Digital Corp, Lam Research Corp, ..."
2020-05-08,"Oppenheimer Asset Management Inc. Buys Chevron Corp, Microsoft Corp, Affiliated Managers Group ..."
2020-05-08,"Partnervest Advisory Services LLC Buys Microsoft Corp, The Communication Services Select Sector ..."
2020-05-08,"Hilton Capital Management, LLC Buys Microsoft Corp, Johnson & Johnson, Colgate-Palmolive ..."
2020-05-08,"South Street Advisors LLC Buys Microsoft Corp, MGM Growth Properties LLC, Coca-Cola Co, Sells ..."
2020-05-11,"First Pacific Advisors Trims Microsoft, Howmet Aerospace"
2020-05-11,"MainStreet Investment Advisors LLC Buys Microsoft Corp, Apple Inc, Amazon. ..."
2020-05-11,"Greenwoods Asset Management Ltd Buys JD.com Inc, Baidu Inc, Microsoft Corp, Sells New Oriental ..."
2020-05-11,"Tredje AP-fonden Buys Microsoft Corp, Amazon.com Inc, Apple Inc, Sells iShares U.S. ..."
2020-05-11,"Shell Asset Management Co Buys Apple Inc, Microsoft Corp, Alibaba Group Holding"
2020-05-11,"Banco Santander, S.A. Buys Microsoft Corp, Pampa Energia SA, Intel Corp, Sells McDonald's Corp, ..."
2020-05-11,"Meitav Dash Investments Ltd Buys Microsoft Corp, Varonis Systems Inc, Honeywell International ..."
2020-05-11,"Blair William & Co Buys Apple Inc, Microsoft Corp, Amazon.com Inc"
2020-05-11,"Nan Shan Life Insurance Co., Ltd. Buys Microsoft Corp, Netflix Inc, Alphabet Inc, Sells New ..."
2020-05-12,"Perella Weinberg Partners Capital Management LP Buys Microsoft Corp, Alphabet Inc, Taiwan ..."
2020-05-12,"Advisory Research Inc Buys Microsoft Corp, The Hershey Co, Valvoline Inc, Sells Lamar ..."
2020-05-12,"Psagot Investment House Ltd. Buys SPDR Select Sector Fund - Health Care, Microsoft Corp, ..."
2020-05-12,"Freestone Capital Holdings, LLC Buys Microsoft Corp, Smith & Nephew PLC, KKR Inc, Sells ..."
2020-05-12,"Key Square Capital Management LLC Buys Microsoft Corp, Facebook Inc, Apple Inc, Sells XP Inc, ..."
2020-05-13,"Edgewood Management Llc Buys Snap Inc, Microsoft Corp, Intuit Inc, Sells Booking Holdings Inc, ..."
2020-05-13,"Viking Global Investors LP Buys Comcast Corp, Microsoft Corp, Boston Scientific Corp, Sells ..."
2020-05-13,"Summit X, LLC Buys Apple Inc, Microsoft Corp, Mastercard Inc, Sells iShares Core MSCI Emerging ..."
2020-05-13,"WT Wealth Management Buys SPDR Select Sector Fund - Health Care, Boeing Co, Microsoft Corp, ..."
2020-05-13,"Compagnie Lombard, Odier SCA Buys Abbott Laboratories, Microsoft Corp, The Walt Disney Co, ..."
2020-05-13,"Destination Wealth Management Buys Microsoft Corp, Amazon. ..."
2020-05-14,"Howe & Rusling Inc Buys Microsoft Corp, Pfizer Inc, DTE Energy Co, Sells Broadcom Inc, ..."
2020-05-14,"Bar Harbor Trust Services Buys Novo Nordisk A/S, CVS Health Corp, Wells Fargo, Sells Microsoft ..."
2020-05-14,"Employees Retirement System of Texas Buys Microsoft Corp, Apple Inc, iShares iBoxx $ High Yield ..."
2020-05-14,"Greenwood Gearhart Inc Buys Microsoft Corp, iShares Intermediate Credit Bond ETF, Aon PLC, ..."
2020-05-14,"Skye Global Management LP Buys Microsoft Corp, Amazon. ..."
2020-05-14,"Financial Partners Group, Inc Buys Microsoft Corp, Apple Inc, Amazon. ..."
2020-05-14,"American Century Companies Inc Buys Microsoft Corp, Amazon.com Inc, Apple Inc"
2020-05-14,"Bbr Partners, Llc Buys Microsoft Corp, Amazon. ..."
2020-05-15,"Pennant Investors, LP Buys Microsoft Corp, Micron Technology Inc, DISH Network Corp, Sells ..."
2020-05-15,"BlueSpruce Investments, LP Buys Microsoft Corp, Charter Communications Inc, Stryker Corp, Sells ..."
2020-05-15,"Wedgewood Partners, Inc. Buys Keysight Technologies Inc, Microsoft Corp, Blackstone Group Inc, ..."
2020-05-15,"PointState Capital LP Buys Microsoft Corp, SPDR Select Sector Fund - Health Care, UnitedHealth ..."
2020-05-15,"Inherent Group, Lp Buys Vanguard Short-Term Corporate Bond ETF, Microsoft Corp, Ball Corp, ..."
2020-05-15,"45 Firms going Ex-Dividend next week, including Target, Microsoft and Dow Chemical"
2020-05-15,"Capital Counsel Llc Buys Microsoft Corp, Alphabet Inc, Akamai Technologies Inc, Sells Cigna ..."
2020-05-15,"Peloton Wealth Strategists Buys Microsoft Corp, Intuitive Surgical Inc, WestRock Co, Sells ..."
2020-05-15,"Lombard Odier Asset Management (Europe) Ltd Buys Bank of America Corp, Microsoft Corp, Amazon. ..."
2020-05-15,"Caxton Associates Buys Microsoft Corp, Alibaba Group Holding, JPMorgan Chase, Sells SPDR ..."
2020-05-15,"Engle Capital Management, L.P. Buys Peloton Interactive Inc, Microsoft Corp, Fidelity National ..."
2020-05-15,UnitedHealth Group and Microsoft Collaborate to Launch ProtectWell™ Protocol and App to ...
2020-05-15,"Armor Advisors, L.l.c. Buys Microsoft Corp, Facebook Inc, Euronav NV, Sells Royal Gold Inc, ..."
2020-05-15,"First Sabrepoint Capital Management Lp Buys Grand Canyon Education Inc, Microsoft Corp, Dollar ..."
2020-05-15,"Arrowstreet Capital Limited Partnership Buys Microsoft Corp, Intel Corp, Apple Inc"
2020-05-15,"Ethic Inc. Buys Microsoft Corp, Apple Inc, Healthpeak Properties Inc, Sells Discover Financial ..."
2020-05-15,"ProShare Advisors LLC Buys Microsoft Corp, Apple Inc, Amazon.com Inc"
2020-05-18,"Verity Asset Management, Inc. Buys Vanguard Short-Term Government Bond ETF, Microsoft Corp, ..."
2020-05-18,"Microsoft (MSFT), UnitedHealth Partner on Return-to-Work App"
2020-05-18,FedEx and Microsoft join forces to transform commerce
2020-05-19,"Fred Alger Management Inc Buys Amazon.com Inc, Microsoft Corp, Apple Inc, Sells Abbott ..."
2020-05-19,"APG All Pensions Group NV Buys Amazon.com Inc, Microsoft Corp, Apple Inc, Sells HCA Healthcare ..."
2020-05-20,"Phoenix Holdings Ltd. Buys Teva Pharmaceutical Industries, SPDR S&P 5……, Microsoft ..."
2020-05-26,"Verus Capital Partners, Llc Buys Microsoft Corp, Advanced Micro Devices Inc, Starbucks Corp, ..."
2020-05-27,"Microsoft, Workday Announce Strategic Partnership to Accelerate Planning for Today's World"
2020-05-27,"Thinking about buying stock in Delta Air Lines, Six Flags Entertainment, Citigroup, Microsoft, ..."
2020-05-28,"Tredje AP-fonden Buys Microsoft Corp, Amazon.com Inc, Apple Inc, Sells iShares U.S. ..."
2020-05-28,EPAM Honored as a Recipient of the —…—… Microsoft Health Innovation Award
2020-05-28,"HP, Valve, and Microsoft Removing Distance Barriers with Next-Gen Virtual Reality Headset"
2020-05-28,"Poly Introduces Room Solutions for Microsoft Teams Rooms to Deliver Smart, Simple and ..."
2024-03-25, Al Moammar Information Systems Co. has entered into a framework agreement with Government Expenditure & Projects Efficiency Authority (EXPRO) to supply Microsoft products and services to all government entities.
2026-03-19,Microsoft will finally let you turn off Quick Resume for individual games
2026-03-19,"Microsoft Rolling Out New Xbox Console Features, Including Quick Resume Settings to Insiders"
2026-03-19,CISA urges US orgs to secure Microsoft Intune systems after Stryker breach
2026-03-19,This Microsoft Options ETF MSFO Looks Like an Extraordinary Income Machine Until You Look Closer
2026-03-19,Critical Microsoft SharePoint flaw now exploited in attacks
2026-03-19,CISA Asks Companies to Secure Microsoft Tool After Stryker Cyberattack
2026-03-19,Just $9.99! Get Microsoft Office 2019 One-time Purchase! No Monthly Fees! That’s 96% off!
2026-03-19,Expedience Software Joins Microsoft AI Cloud Partner Program to Deliver Copilot-Powered Proposal Automation in Microsoft Word
2026-03-19,Microsoft and OpenAI at odds - lawsuit brewing?
2026-03-19,Intel joins Microsoft in a push to load PC games faster — up to 37X
2026-03-19,Microsoft confirms Windows 11 version 26H1 support lifecycle dates — here's how long your new Snapdragon X2 laptop will be supported on 26H1
2026-03-19,Microsoft never intended you to understand Windows error codes — here's what they actually mean
2026-03-19,"Hi Microsoft, Windows 11 doesn't have two Start menus — Copilot is playing you"
2026-03-19,"Microsoft’s latest AI image generator aims for accuracy over hype, but it’s not top‑tier just yet"
2026-03-19,Microsoft is hiring an ID@Xbox regional director for Japan — showing promising signs of continued investment in the region
2026-03-19,"Lock down Microsoft Intune, feds warn after Stryker attack"
2026-03-19,Microsoft (MSFT) Expanding AI Capacity As It Keeps Dividends Flowing
2026-03-19,Microsoft Xbox One Hacked
2026-03-19,CISA warns of active exploitation of Microsoft SharePoint vulnerability (CVE-2026-20963)
2026-03-19,Secure your Microsoft system or suffer the same fate as Stryker – US tells companies to secure corporate accounts
2026-03-19,Microsoft Won’t Auto-Install Microsoft 365 Copilot App on Windows 11 Anymore After Backlash
2026-03-19,Microsoft Sues Sam Altman & OpenAI : What It Could Mean for Frontier Access
2026-03-19,"Microsoft Copilot Beginner Guide for Prompts, Ideas & Planning in 2026"
2026-03-19,Microsoft Stock Has Been Absolutely Slammed This Year. Is It Finally Time to Buy?
2026-03-19,Microsoft AI Releases New MAI-Image-2 Image Model
2026-03-20,Microsoft’s MAI-Image-2 Generates Photorealistic Images
2026-03-20,How to Use the Concurrent Function in Microsoft Power Apps
2026-03-20,Microsoft Visual Studio 2026 is yours for $42.50 with this promo code (Reg. up to $499)
2026-03-20,Microsoft Details Flight Simulator 2024's Upcoming PlayStation VR2 Support
2026-03-20,Microsoft considers legal action over Amazon-OpenAI cloud deal
2026-03-20,What is Microsoft MAI-Image-2 release? #tech
2026-03-20,How to Use New Modern Microsoft Lists Forms Experience in SharePoint
2026-03-20,Microsoft confirms Windows 11 KB5079473 can break Microsoft sign-ins
2026-03-20,microsoft-agent 0.2.47
2026-03-20,"Microsoft: March Windows updates break Teams, OneDrive sign-ins"
2026-03-20,"Windows 11 reset: Microsoft pledges more speed, stability, and control"
2026-03-20,"Google Ads Creative Tools Expand, Microsoft Simplifies Bidding – PPC Pulse via @sejournal, @brookeosmundson"
2026-03-20,"Microsoft unveils MAJOR improvements coming to Windows 11 this year — movable Taskbar, reduced RAM usage, less AI and ads, and much more CONFIRMED: ""We are evolving how Windows is built behind the scenes to raise the quality bar"""
2026-03-20,Microsoft launches new Feedback Hub — but will it actually fix Windows 11?
2026-03-20,Microsoft finally admits Windows 11 has problems
2026-03-20,Microsoft Flight Simulator 2024: a deep dive into PS VR2 mode
2026-03-20,Microsoft Is Finally Ready to Make Windows 11 Less Terrible After Bloating It With AI Crap
2026-03-20,"Dear Microsoft, if you want me to use an account so badly, why is Windows 11 breaking them?"
2026-03-20,Microsoft Says It Is Fixing Windows 11
2026-03-20,This is Microsoft’s plan to fix Windows 11
2026-03-20,Microsoft tells Windows Update to chill after years of complaints
2026-03-20,Microsoft is ending the Windows Update nightmare — and letting you pause them indefinitely
2026-03-20,How Microsoft’s (MSFT) OpenAI Partnership Is Bringing in a New Wave of Customers
2026-03-20,Windows 11 March Update Blocks Microsoft Account Sign-In in Office and Copilot Apps
2026-03-20,Here’s How Microsoft Plans to Improve Windows 11’s Performance and Reliability in 2026
2026-03-20,Microsoft finally makes a few concrete promises about Windows 11 improvements
2026-03-21,microsoft-agents-a365-observability-extensions-openai 0.2.1.dev44
2026-03-21,microsoft-agents-a365-tooling-extensions-azureaifoundry 0.2.1.dev44
2026-03-21,"Microsoft promises major improvements to Windows 11 performance, reliability, and updates — lower RAM usage, fewer Copilot interactions, and enhanced File Explorer incoming"
2026-03-21,Microsoft ships new Dev Channel preview build 26300.8085
2026-03-21,microsoft-agents-a365-observability-hosting 0.2.1.dev44
2026-03-21,microsoft-teams-cli 0.1.1
2026-03-21,Why is Microsoft changing Windows 11 updates? #tech
2026-03-21,microsoft-agents-a365-observability-extensions-langchain 0.2.1.dev44
2026-03-21,"Microsoft Promises Slew of Windows 11 Changes in Response to ""Microslop"" Criticisms - TechPowerUp"
2026-03-21,Microsoft Is Finally Ready to Make Windows 11 Less Terrible After Bloating It With AI Crap - Gizmodo
2026-03-21,"It's actually happening — Microsoft promises to fix the biggest issues in Windows 11, from AI slop to pushy Windows Updates"
2026-03-21,Delhi rain artificial or natural and why are social media posts linking it to Microsoft's Bill Gates? Here's what we know
